"","Country_Region","Population","Date","ConfirmedCountry","DeathCountry","RecoveredCountry","newRecovered","newConfirmed","newDeath","overalldeath_rec_rat","newdeath_rec_rat","mean_7","death_7","mean_3","death_3"
"504","Switzerland",8570000,2020-04-20,27944,1429,18600,800,204,36,0.0768279569892473,0.045,2256,291,866,102
"505","Switzerland",8570000,2020-04-21,28063,1478,19400,800,119,49,0.0761855670103093,0.06125,2127,304,659,110
"506","Switzerland",8570000,2020-04-22,28268,1509,19900,500,205,31,0.0758291457286432,0.062,1932,270,528,116
"507","Switzerland",8570000,2020-04-24,28496,1549,20600,700,228,40,0.0751941747572816,0.0571428571428571,1764,268,552,120
"508","Switzerland",8570000,2020-04-25,28677,1589,21000,400,181,40,0.0756666666666667,0.1,1599,262,614,111
"509","Switzerland",8570000,2020-04-26,28894,1599,21300,300,217,10,0.0750704225352113,0.0333333333333333,1490,231,626,90
"510","Switzerland",8570000,2020-04-27,29061,1610,21800,500,167,11,0.0738532110091743,0.022,1321,217,565,61
"511","Switzerland",8570000,2020-04-28,29164,1665,22200,400,103,55,0.075,0.1375,1220,236,487,76
"512","Switzerland",8570000,2020-04-29,29264,1699,22600,400,100,34,0.0751769911504425,0.085,1201,221,370,100
"513","Switzerland",8570000,2020-04-30,29407,1716,22600,0,143,17,0.075929203539823,Inf,1139,207,346,106
"514","Switzerland",8570000,2020-05-01,29586,1737,23400,800,179,21,0.0742307692307692,0.02625,1090,188,422,72
"515","Switzerland",8570000,2020-05-02,29705,1754,23900,500,119,17,0.0733891213389121,0.034,1028,165,441,55
"516","Switzerland",8570000,2020-05-03,29817,1762,24200,300,112,8,0.0728099173553719,0.0266666666666667,923,163,410,46
"517","Switzerland",8570000,2020-05-04,29905,1762,24500,300,88,0,0.0719183673469388,0,844,152,319,25
"518","Switzerland",8570000,2020-05-05,29981,1784,25200,700,76,22,0.0707936507936508,0.0314285714285714,817,119,276,30
"519","Switzerland",8570000,2020-05-06,30009,1795,25400,200,28,11,0.0706692913385827,0.055,745,96,192,33
"520","Switzerland",8570000,2020-05-07,30060,1805,25700,300,51,10,0.0702334630350195,0.0333333333333333,653,89,155,43
"521","Switzerland",8570000,2020-05-08,30126,1810,25900,200,66,5,0.0698841698841699,0.025,540,73,145,26
"522","Switzerland",8570000,2020-05-09,30207,1823,26100,200,81,13,0.0698467432950192,0.065,502,69,198,28
"523","Switzerland",8570000,2020-05-10,30251,1830,26400,300,44,7,0.0693181818181818,0.0233333333333333,434,68,191,25
"524","Switzerland",8570000,2020-05-11,30305,1833,26600,200,54,3,0.0689097744360902,0.015,400,71,179,23
"525","Switzerland",8570000,2020-05-12,30344,1845,26800,200,39,12,0.0688432835820895,0.06,363,61,137,22
"526","Switzerland",8570000,2020-05-13,30380,1867,26800,0,36,22,0.0696641791044776,Inf,371,72,129,37
"527","Switzerland",8570000,2020-05-14,30413,1870,27100,300,33,3,0.0690036900369004,0.01,353,65,108,37
"528","Switzerland",8570000,2020-05-15,30463,1872,27100,0,50,2,0.0690774907749078,Inf,337,62,119,27
"529","Switzerland",8570000,2020-05-16,30514,1878,27100,0,51,6,0.0692988929889299,Inf,307,55,134,11
"530","Switzerland",8570000,2020-05-17,30572,1879,27400,300,58,1,0.0685766423357664,0.00333333333333333,321,49,159,9
"531","Switzerland",8570000,2020-05-18,30587,1881,27500,100,15,2,0.0684,0.02,282,48,124,9
"532","Switzerland",8570000,2020-05-19,30597,1886,27600,100,10,5,0.0683333333333333,0.05,253,41,83,8
"533","Switzerland",8570000,2020-05-20,30618,1891,27700,100,21,5,0.0682671480144404,0.05,238,24,46,12
"534","Switzerland",8570000,2020-05-21,30658,1892,27800,100,40,1,0.0680575539568345,0.01,245,22,71,11
"535","Switzerland",8570000,2020-05-22,30694,1898,27900,100,36,6,0.0680286738351255,0.06,231,26,97,12
"536","Switzerland",8570000,2020-05-23,30707,1903,27900,0,13,5,0.0682078853046595,Inf,193,25,89,12
"537","Switzerland",8570000,2020-05-24,30725,1905,28000,100,18,2,0.0680357142857143,0.02,153,26,67,13
"538","Switzerland",8570000,2020-05-25,30736,1906,28100,100,11,1,0.0678291814946619,0.01,149,25,42,8
"539","Switzerland",8570000,2020-05-26,30746,1913,28200,100,10,7,0.0678368794326241,0.07,149,27,39,10
"540","Switzerland",8570000,2020-05-27,30761,1915,28200,0,15,2,0.0679078014184397,Inf,143,24,36,10
"541","Switzerland",8570000,2020-05-28,30776,1917,28300,100,15,2,0.0677385159010601,0.02,118,25,40,11
"542","Switzerland",8570000,2020-05-29,30796,1919,28300,0,20,2,0.0678091872791519,Inf,102,21,50,6
"543","Switzerland",8570000,2020-05-30,30828,1919,28300,0,32,0,0.0678091872791519,NA,121,16,67,4
"544","Switzerland",8570000,2020-05-31,30845,1919,28400,100,17,0,0.0675704225352113,0,120,14,69,2
"545","Switzerland",8570000,2020-06-01,30862,1920,28500,100,17,1,0.0673684210526316,0.01,126,14,66,1
"546","Switzerland",8570000,2020-06-02,30871,1920,28500,0,9,0,0.0673684210526316,NA,125,7,43,1
"547","Austria",8859000,2020-02-25,2,0,0,0,2,0,NA,NA,NA,NA,NA,NA
"548","Austria",8859000,2020-02-26,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"549","Austria",8859000,2020-02-27,6,0,0,0,4,0,NA,NA,NA,NA,6,0
"550","Austria",8859000,2020-02-29,9,0,0,0,3,0,NA,NA,NA,NA,7,0
"551","Austria",8859000,2020-03-01,14,0,0,0,5,0,NA,NA,NA,NA,12,0
"552","Austria",8859000,2020-03-02,18,0,0,0,4,0,NA,NA,NA,NA,12,0
"553","Austria",8859000,2020-03-03,21,0,0,0,3,0,NA,NA,21,0,12,0
"554","Austria",8859000,2020-03-04,29,0,0,0,8,0,NA,NA,27,0,15,0
"555","Austria",8859000,2020-03-05,41,0,0,0,12,0,NA,NA,39,0,23,0
"556","Austria",8859000,2020-03-06,55,0,0,0,14,0,NA,NA,49,0,34,0
"557","Austria",8859000,2020-03-07,79,0,0,0,24,0,NA,NA,70,0,50,0
"558","Austria",8859000,2020-03-08,104,0,0,0,25,0,NA,NA,90,0,63,0
"559","Austria",8859000,2020-03-09,131,0,2,2,27,0,0,0,113,0,76,0
"560","Austria",8859000,2020-03-10,182,0,4,2,51,0,0,0,161,0,103,0
"561","Austria",8859000,2020-03-11,750,1,10,6,568,1,0.1,0.166666666666667,721,1,646,1
"562","Austria",8859000,2020-03-14,655,1,6,2,353,0,0.166666666666667,0,1062,1,972,1
"563","Austria",8859000,2020-03-15,860,1,6,0,205,0,0.166666666666667,NA,1253,1,1126,1
"564","Austria",8859000,2020-03-16,1018,3,6,0,158,2,0.5,Inf,1387,3,716,2
"565","Austria",8859000,2020-03-17,1332,3,1,-5,314,0,3,0,1676,3,677,2
"566","Austria",8859000,2020-03-18,1646,4,9,8,314,1,0.444444444444444,0.125,1963,4,786,3
"567","Austria",8859000,2020-03-19,2013,6,9,0,367,2,0.666666666666667,Inf,2279,6,995,3
"568","Austria",8859000,2020-03-20,2388,6,9,0,375,0,0.666666666666667,NA,2086,5,1056,3
"569","Austria",8859000,2020-03-21,2814,8,9,0,426,2,0.888888888888889,Inf,2159,7,1168,4
"570","Austria",8859000,2020-03-22,3580,16,9,0,766,8,1.77777777777778,Inf,2720,15,1567,10
"571","Austria",8859000,2020-03-23,4474,21,9,0,894,5,2.33333333333333,Inf,3456,18,2086,15
"572","Austria",8859000,2020-03-24,5283,28,9,0,809,7,3.11111111111111,Inf,3951,25,2469,20
"573","Austria",8859000,2020-03-25,5588,30,9,0,305,2,3.33333333333333,Inf,3942,26,2008,14
"574","Austria",8859000,2020-03-26,6909,49,112,103,1321,19,0.4375,0.184466019417476,4896,43,2435,28
"575","Austria",8859000,2020-03-27,7657,58,225,113,748,9,0.257777777777778,0.079646017699115,5269,52,2374,30
"576","Austria",8859000,2020-03-31,10180,128,1095,870,2523,70,0.11689497716895,0.0804597701149425,7366,120,4592,98
"577","Austria",8859000,2020-04-01,10711,146,1436,341,531,18,0.101671309192201,0.0527859237536657,7131,130,3802,97
"578","Austria",8859000,2020-04-03,11524,168,2022,586,813,22,0.0830860534124629,0.037542662116041,7050,147,3867,110
"579","Austria",8859000,2020-04-05,12051,204,2998,976,527,36,0.0680453635757171,0.0368852459016393,6768,176,1871,76
"580","Austria",8859000,2020-04-07,12639,243,4046,1048,588,39,0.060059317844785,0.0372137404580153,7051,213,1928,97
"581","Austria",8859000,2020-04-08,12942,273,4512,466,303,30,0.0605053191489362,0.0643776824034335,6033,224,1418,105
"582","Austria",8859000,2020-04-09,13244,295,5240,728,302,22,0.0562977099236641,0.0302197802197802,5587,237,1193,91
"583","Austria",8859000,2020-04-10,13555,319,6064,824,311,24,0.0526055408970976,0.029126213592233,3375,191,916,76
"584","Austria",8859000,2020-04-11,13806,337,6604,540,251,18,0.0510296789824349,0.0333333333333333,3095,191,864,64
"585","Austria",8859000,2020-04-12,13945,350,6987,383,139,13,0.050093029912695,0.0339425587467363,2421,182,701,55
"586","Austria",8859000,2020-04-13,14041,368,7343,356,96,18,0.0501157565027918,0.050561797752809,1990,164,486,49
"587","Austria",8859000,2020-04-14,14226,384,7633,290,185,16,0.0503078737062754,0.0551724137931034,1587,141,420,47
"588","Austria",8859000,2020-04-15,14336,393,8098,465,110,9,0.0485305013583601,0.0193548387096774,1394,120,391,43
"589","Austria",8859000,2020-04-16,14476,410,8986,888,140,17,0.0456265301580236,0.0191441441441441,1232,115,435,42
"590","Austria",8859000,2020-04-17,14595,431,9704,718,119,21,0.0444146743610882,0.0292479108635097,1040,112,369,47
"591","Austria",8859000,2020-04-18,14671,443,10214,510,76,12,0.0433718425690229,0.0235294117647059,865,106,335,50
"592","Austria",8859000,2020-04-19,14749,452,10501,287,78,9,0.0430435196647938,0.0313588850174216,804,102,273,42
"593","Austria",8859000,2020-04-20,14795,470,10631,130,46,18,0.0442103282852037,0.138461538461538,754,102,200,39
"594","Austria",8859000,2020-04-21,14873,491,10971,340,78,21,0.0447543523835566,0.0617647058823529,647,107,202,48
"595","Austria",8859000,2020-04-22,14925,510,11328,357,52,19,0.045021186440678,0.0532212885154062,589,117,176,58
"596","Austria",8859000,2020-04-24,15002,522,11694,366,77,12,0.0446382760389944,0.0327868852459016,526,112,207,52
"597","Austria",8859000,2020-04-25,15071,530,11872,178,69,8,0.0446428571428571,0.0449438202247191,476,99,198,39
"598","Austria",8859000,2020-04-26,15148,536,12103,231,77,6,0.044286540527142,0.025974025974026,477,93,223,26
"599","Austria",8859000,2020-04-27,15225,542,12282,179,77,6,0.0441296205829669,0.0335195530726257,476,90,223,20
"600","Austria",8859000,2020-04-28,15274,549,12362,80,49,7,0.0444102895971526,0.0875,479,79,203,19
"601","Austria",8859000,2020-04-29,15357,569,12580,218,83,20,0.0452305246422893,0.0917431192660551,484,78,209,33
"602","Austria",8859000,2020-04-30,15402,580,12779,199,45,11,0.0453869629861492,0.0552763819095477,477,70,177,38
"603","Austria",8859000,2020-05-01,15452,584,12907,128,50,4,0.0452467653211436,0.03125,450,62,178,35
"604","Austria",8859000,2020-05-02,15531,589,13110,203,79,5,0.0449275362318841,0.0246305418719212,460,59,174,20
"605","Austria",8859000,2020-05-03,15558,596,13180,70,27,7,0.0452200303490137,0.1,410,60,156,16
"606","Austria",8859000,2020-05-04,15597,598,13228,48,39,2,0.0452071363773813,0.0416666666666667,372,56,145,14
"607","Austria",8859000,2020-05-05,15621,600,13316,88,24,2,0.0450585761489937,0.0227272727272727,347,51,90,11
"608","Austria",8859000,2020-05-06,15650,606,13462,146,29,6,0.0450155994651612,0.0410958904109589,293,37,92,10
"609","Austria",8859000,2020-05-07,15684,608,13639,177,34,2,0.0445780482440062,0.0112994350282486,282,28,87,10
"610","Austria",8859000,2020-05-08,15752,609,13698,59,68,1,0.0444590451160753,0.0169491525423729,300,25,131,9
"611","Austria",8859000,2020-05-09,15774,614,13836,138,22,5,0.0443769875686615,0.036231884057971,243,25,124,8
"612","Austria",8859000,2020-05-10,15833,615,13928,92,59,1,0.0441556576680069,0.0108695652173913,275,19,149,7
"613","Austria",8859000,2020-05-11,15871,618,13991,63,38,3,0.0441712529483239,0.0476190476190476,274,20,119,9
"614","Austria",8859000,2020-05-12,15882,620,14061,70,11,2,0.0440935922053908,0.0285714285714286,261,20,108,6
"615","Austria",8859000,2020-05-13,15961,623,14148,87,79,3,0.0440344925077749,0.0344827586206897,311,17,128,8
"616","Austria",8859000,2020-05-14,15997,624,14304,156,36,1,0.0436241610738255,0.00641025641025641,313,16,126,6
"617","Austria",8859000,2020-05-15,16058,626,14405,101,61,2,0.0434571329399514,0.0198019801980198,306,17,176,6
"618","Austria",8859000,2020-05-16,16109,628,14471,66,51,2,0.0433971391057978,0.0303030303030303,335,14,148,5
"619","Austria",8859000,2020-05-17,16201,629,14524,53,92,1,0.0433076287524098,0.0188679245283019,368,14,204,5
"620","Austria",8859000,2020-05-18,16242,629,14563,39,41,0,0.0431916500721005,0,371,11,184,3
"621","Austria",8859000,2020-05-19,16269,629,14614,51,27,0,0.0430409196660736,0,387,9,160,1
"622","Austria",8859000,2020-05-20,16321,632,14678,64,52,3,0.0430576372802834,0.046875,360,9,120,3
"623","Austria",8859000,2020-05-21,16353,633,14882,204,32,1,0.0425346055637683,0.00490196078431373,356,9,111,4
"624","Austria",8859000,2020-05-22,16404,633,14951,69,51,0,0.0423383051300916,0,346,7,135,4
"625","Austria",8859000,2020-05-23,16436,635,15005,54,32,2,0.0423192269243585,0.037037037037037,327,7,115,3
"626","Austria",8859000,2020-05-24,16486,639,15037,32,50,4,0.0424951785595531,0.125,285,10,133,6
"627","Austria",8859000,2020-05-25,16503,640,15063,26,17,1,0.0424882161587997,0.0384615384615385,261,11,99,7
"628","Austria",8859000,2020-05-26,16539,641,15138,75,36,1,0.0423437706434139,0.0133333333333333,270,12,103,6
"629","Austria",8859000,2020-05-27,16557,643,15182,44,18,2,0.0423527861941773,0.0454545454545455,236,11,71,4
"630","Austria",8859000,2020-05-28,16591,645,15228,46,34,2,0.0423561859732072,0.0434782608695652,238,12,88,5
"631","Austria",8859000,2020-05-29,16628,668,15286,58,37,23,0.0437001177548083,0.396551724137931,224,35,89,27
"632","Austria",8859000,2020-05-30,16655,668,15347,61,27,0,0.0435264221020395,0,219,33,98,25
"633","Austria",8859000,2020-05-31,16685,668,15520,173,30,0,0.0430412371134021,0,199,29,94,23
"634","Austria",8859000,2020-06-01,16731,668,15593,73,46,0,0.0428397357788751,0,228,28,103,0
"635","Austria",8859000,2020-06-02,16733,668,15596,3,2,0,0.0428314952551936,0,194,27,78,0
"636","Turkey",8.2e+07,2020-03-11,7,0,0,0,7,0,NA,NA,NA,NA,NA,NA
"637","Turkey",8.2e+07,2020-03-15,6,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"638","Turkey",8.2e+07,2020-03-16,18,0,0,0,12,0,NA,NA,NA,NA,20,0
"639","Turkey",8.2e+07,2020-03-17,47,1,0,0,29,1,Inf,Inf,NA,NA,42,1
"640","Turkey",8.2e+07,2020-03-18,98,1,0,0,51,0,Inf,NA,NA,NA,92,1
"641","Turkey",8.2e+07,2020-03-19,192,3,0,0,94,2,Inf,Inf,NA,NA,174,3
"642","Turkey",8.2e+07,2020-03-20,359,4,0,0,167,1,Inf,Inf,361,4,312,3
"643","Turkey",8.2e+07,2020-03-21,670,9,0,0,311,5,Inf,Inf,665,9,572,8
"644","Turkey",8.2e+07,2020-03-22,1236,30,0,0,566,21,Inf,Inf,1230,30,1044,27
"645","Turkey",8.2e+07,2020-03-23,1529,37,0,0,293,7,Inf,Inf,1511,37,1170,33
"646","Turkey",8.2e+07,2020-03-24,1872,44,0,0,343,7,Inf,Inf,1825,43,1202,35
"647","Turkey",8.2e+07,2020-03-25,2433,59,26,26,561,15,2.26923076923077,0.576923076923077,2335,58,1197,29
"648","Turkey",8.2e+07,2020-03-26,3629,75,26,0,1196,16,2.88461538461538,Inf,3437,72,2100,38
"649","Turkey",8.2e+07,2020-03-27,5698,92,42,16,2069,17,2.19047619047619,1.0625,5339,88,3826,48
"650","Turkey",8.2e+07,2020-03-31,13531,214,243,201,7833,122,0.880658436213992,0.606965174129353,12861,205,11098,155
"651","Turkey",8.2e+07,2020-04-01,15679,277,333,90,2148,63,0.831831831831832,0.7,14443,247,12050,202
"652","Turkey",8.2e+07,2020-04-03,20921,425,484,151,5242,148,0.878099173553719,0.980132450331126,19392,388,15223,333
"653","Turkey",8.2e+07,2020-04-05,27069,574,1042,558,6148,149,0.550863723608445,0.267025089605735,25197,530,13538,360
"654","Turkey",8.2e+07,2020-04-07,34109,725,1582,540,7040,151,0.458280657395702,0.27962962962963,31676,666,18430,448
"655","Turkey",8.2e+07,2020-04-08,38226,812,1846,264,4117,87,0.439869989165764,0.329545454545455,34597,737,17305,387
"656","Turkey",8.2e+07,2020-04-09,42282,908,2142,296,4056,96,0.42390289449113,0.324324324324324,36584,816,15213,334
"657","Turkey",8.2e+07,2020-04-10,47029,1006,2423,281,4747,98,0.415187783739166,0.348754448398576,33498,792,12920,281
"658","Turkey",8.2e+07,2020-04-11,52167,1101,2965,542,5138,95,0.371332209106239,0.175276752767528,36488,824,13941,289
"659","Turkey",8.2e+07,2020-04-12,56956,1198,3446,481,4789,97,0.3476494486361,0.201663201663202,36035,773,14674,290
"660","Turkey",8.2e+07,2020-04-13,61049,1296,3957,511,4093,98,0.327520849128127,0.191780821917808,33980,722,14020,290
"661","Turkey",8.2e+07,2020-04-14,65111,1403,4799,842,4062,107,0.292352573452803,0.1270783847981,31002,678,12944,302
"662","Turkey",8.2e+07,2020-04-15,69392,1518,5674,875,4281,115,0.267536129714487,0.131428571428571,31166,706,12436,320
"663","Turkey",8.2e+07,2020-04-16,74193,1643,7089,1415,4801,125,0.231767527154747,0.088339222614841,31911,735,13144,347
"664","Turkey",8.2e+07,2020-04-17,78546,1769,8631,1542,4353,126,0.204958869192446,0.0817120622568093,31517,763,13435,366
"665","Turkey",8.2e+07,2020-04-18,82329,1890,10453,1822,3783,121,0.180809337032431,0.066410537870472,30162,789,12937,372
"666","Turkey",8.2e+07,2020-04-19,86306,2017,11976,1523,3977,127,0.168420173680695,0.0833880499015102,29350,819,12113,374
"667","Turkey",8.2e+07,2020-04-20,90980,2140,13430,1454,4674,123,0.159344750558451,0.0845942228335626,29931,844,12434,371
"668","Turkey",8.2e+07,2020-04-21,95591,2259,14918,1488,4611,119,0.151427805335836,0.0799731182795699,30480,856,13262,369
"669","Turkey",8.2e+07,2020-04-22,98674,2376,16477,1559,3083,117,0.144201007464951,0.0750481077613855,29282,858,12368,359
"670","Turkey",8.2e+07,2020-04-24,101790,2491,18491,2014,3116,115,0.134714185279325,0.0571002979145978,27597,848,10810,351
"671","Turkey",8.2e+07,2020-04-25,104912,2600,21737,3246,3122,109,0.119611721948751,0.0335797905113986,26366,831,9321,341
"672","Turkey",8.2e+07,2020-04-26,107773,2706,25582,3845,2861,106,0.10577749980455,0.0275682704811443,25444,816,9099,330
"673","Turkey",8.2e+07,2020-04-27,110130,2805,29140,3558,2357,99,0.0962594371997255,0.0278246205733558,23824,788,8340,314
"674","Turkey",8.2e+07,2020-04-28,112261,2900,33791,4651,2131,95,0.0858216684916102,0.0204257149000215,21281,760,7349,300
"675","Turkey",8.2e+07,2020-04-29,114653,2992,38809,5018,2392,92,0.0770955190806256,0.018333997608609,19062,733,6880,286
"676","Turkey",8.2e+07,2020-04-30,117589,3081,44040,5231,2936,89,0.0699591280653951,0.0170139552666794,18915,705,7459,276
"677","Turkey",8.2e+07,2020-05-01,120204,3174,48886,4846,2615,93,0.0649265638424089,0.0191910854312835,18414,683,7943,274
"678","Turkey",8.2e+07,2020-05-02,122392,3258,53808,4922,2188,84,0.0605486173059768,0.0170662332385209,17480,658,7739,266
"679","Turkey",8.2e+07,2020-05-03,124375,3336,58259,4451,1983,78,0.057261538989684,0.0175241518759829,16602,630,6786,255
"680","Turkey",8.2e+07,2020-05-04,126045,3397,63151,4892,1670,61,0.0537917055945274,0.0124693376941946,15915,592,5841,223
"681","Turkey",8.2e+07,2020-05-05,127659,3461,68166,5015,1614,64,0.0507731126954787,0.0127617148554337,15398,561,5267,203
"682","Turkey",8.2e+07,2020-05-06,129491,3520,73285,5119,1832,59,0.048031657228628,0.0115256886110568,14838,528,5116,184
"683","Turkey",8.2e+07,2020-05-07,131744,3584,78202,4917,2253,64,0.0458300299225084,0.0130160667073419,14155,503,5699,187
"684","Turkey",8.2e+07,2020-05-08,133721,3641,82984,4782,1977,57,0.0438759278897137,0.0119196988707654,13517,467,6062,180
"685","Turkey",8.2e+07,2020-05-09,135569,3689,86396,3412,1848,48,0.042698736052595,0.0140679953106682,13177,431,6078,169
"686","Turkey",8.2e+07,2020-05-10,137115,3739,89480,3084,1546,50,0.0417858739383102,0.0162127107652399,12740,403,5371,155
"687","Turkey",8.2e+07,2020-05-11,138657,3786,92691,3211,1542,47,0.0408453895200181,0.0146371846776705,12612,389,4936,145
"688","Turkey",8.2e+07,2020-05-12,139771,3841,95780,3089,1114,55,0.0401023178116517,0.0178051149239236,12112,380,4202,152
"689","Turkey",8.2e+07,2020-05-13,141475,3894,98889,3109,1704,53,0.0393774838455238,0.0170472820842715,11984,374,4360,155
"690","Turkey",8.2e+07,2020-05-14,143114,3952,101715,2826,1639,58,0.0388536597355356,0.0205237084217976,11370,368,4457,166
"691","Turkey",8.2e+07,2020-05-15,144749,4007,104030,2315,1635,55,0.0385177352686725,0.0237580993520518,11028,366,4978,166
"692","Turkey",8.2e+07,2020-05-16,146457,4055,106133,2103,1708,48,0.0382067782876203,0.0228245363766049,10888,366,4982,161
"693","Turkey",8.2e+07,2020-05-17,148067,4096,108137,2004,1610,41,0.0378778771373351,0.0204590818363273,10952,357,4953,144
"694","Turkey",8.2e+07,2020-05-18,149435,4140,109962,1825,1368,44,0.0376493697822884,0.0241095890410959,10778,354,4686,133
"695","Turkey",8.2e+07,2020-05-19,150593,4171,111577,1615,1158,31,0.0373822561997544,0.0191950464396285,10822,330,4136,116
"696","Turkey",8.2e+07,2020-05-20,151615,4199,112895,1318,1022,28,0.0371938526949821,0.0212443095599393,10140,305,3548,103
"697","Turkey",8.2e+07,2020-05-21,152587,4222,113987,1092,972,23,0.0370393115004343,0.0210622710622711,9473,270,3152,82
"698","Turkey",8.2e+07,2020-05-22,153548,4249,114990,1003,961,27,0.0369510392208018,0.0269192422731805,8799,242,2955,78
"699","Turkey",8.2e+07,2020-05-23,154500,4276,116111,1121,952,27,0.0368268294993584,0.024085637823372,8043,221,2885,77
"700","Turkey",8.2e+07,2020-05-24,155686,4308,117602,1491,1186,32,0.0366320300675159,0.0214621059691482,7619,212,3099,86
"701","Turkey",8.2e+07,2020-05-25,156827,4340,118694,1092,1141,32,0.0365646115220651,0.0293040293040293,7392,200,3279,91
"702","Turkey",8.2e+07,2020-05-26,157814,4369,120015,1321,987,29,0.0364037828604758,0.0219530658591976,7221,198,3314,93
"703","Turkey",8.2e+07,2020-05-27,158762,4397,121507,1492,948,28,0.0361872155513674,0.0187667560321716,7147,198,3076,89
"704","Turkey",8.2e+07,2020-05-28,159797,4431,122793,1286,1035,34,0.0360851188585669,0.0264385692068429,7210,209,2970,91
"705","Turkey",8.2e+07,2020-05-29,160979,4461,124369,1576,1182,30,0.0358690670504708,0.0190355329949239,7431,212,3165,92
"706","Turkey",8.2e+07,2020-05-30,162120,4489,125963,1594,1141,28,0.0356374490921937,0.0175658720200753,7620,213,3358,92
"707","Turkey",8.2e+07,2020-05-31,163103,4515,126984,1021,983,26,0.0355556605556606,0.0254652301665034,7417,207,3306,84
"708","Turkey",8.2e+07,2020-06-01,163942,4540,127973,989,839,25,0.035476233267955,0.0252780586450961,7115,200,2963,79
"709","Turkey",8.2e+07,2020-06-02,164769,4563,128947,974,827,23,0.0353866317169069,0.0236139630390144,6955,194,2649,74
"710","US",328200000,2020-01-22,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"711","US",328200000,2020-01-23,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"712","US",328200000,2020-01-24,2,0,0,0,1,0,NA,NA,NA,NA,2,0
"713","US",328200000,2020-01-25,2,0,0,0,0,0,NA,NA,NA,NA,1,0
"714","US",328200000,2020-01-26,5,0,0,0,3,0,NA,NA,NA,NA,4,0
"715","US",328200000,2020-01-27,5,0,0,0,0,0,NA,NA,NA,NA,3,0
"716","US",328200000,2020-01-28,5,0,0,0,0,0,NA,NA,5,0,3,0
"717","US",328200000,2020-01-29,5,0,0,0,0,0,NA,NA,4,0,0,0
"718","US",328200000,2020-01-30,5,0,0,0,0,0,NA,NA,4,0,0,0
"719","US",328200000,2020-01-31,6,0,0,0,1,0,NA,NA,4,0,1,0
"720","US",328200000,2020-02-01,141,0,0,0,135,0,NA,NA,139,0,136,0
"721","US",328200000,2020-02-09,62,0,62,62,35,0,0,0,171,0,171,0
"722","US",328200000,2020-02-13,42,0,0,0,40,0,NA,NA,211,0,210,0
"723","US",328200000,2020-02-21,84,0,21,21,42,0,0,0,253,0,117,0
"724","US",328200000,2020-02-24,36,0,0,0,0,0,NA,NA,253,0,82,0
"725","US",328200000,2020-02-25,47,0,11,11,11,0,0,0,264,0,53,0
"726","US",328200000,2020-02-26,84,0,0,-11,37,0,NA,0,300,0,48,0
"727","US",328200000,2020-02-28,139,0,7,7,115,0,0,0,280,0,163,0
"728","US",328200000,2020-03-01,15,1,3,0,0,0,0.333333333333333,NA,245,0,152,0
"729","US",328200000,2020-03-02,442,6,8,5,427,5,0.75,1,632,5,542,5
"730","US",328200000,2020-03-05,195,11,12,11,118,0,0.916666666666667,-0.0909090909090909,708,4,545,4
"731","US",328200000,2020-03-06,240,16,3,-9,45,5,5.33333333333333,-0.555555555555556,753,9,590,9
"732","US",328200000,2020-03-07,416,16,7,4,176,0,2.28571428571429,0,918,9,339,4
"733","US",328200000,2020-03-08,665,40,10,3,249,24,4,8,1130,33,470,29
"734","US",328200000,2020-03-10,1247,28,8,8,1044,26,3.5,3.25,2059,59,1469,50
"735","US",328200000,2020-03-11,3425,84,21,13,2178,56,4,4.30769230769231,4237,115,3471,106
"736","US",328200000,2020-03-14,3170,57,14,14,3137,57,4.07142857142857,4.07142857142857,6947,167,6359,139
"737","US",328200000,2020-03-16,4847,85,17,7,1949,25,5,3.57142857142857,8778,193,7264,138
"738","US",328200000,2020-03-17,6585,112,17,0,1738,27,6.58823529411765,Inf,10471,215,6824,109
"739","US",328200000,2020-03-18,7460,115,106,89,875,3,1.08490566037736,0.0337078651685393,11170,218,4562,55
"740","US",328200000,2020-03-19,13648,199,108,2,6188,84,1.84259259259259,42,17109,278,8801,114
"741","US",328200000,2020-03-20,19215,247,147,39,5567,48,1.68027210884354,1.23076923076923,21632,300,12630,135
"742","US",328200000,2020-03-21,25356,304,171,24,6141,57,1.77777777777778,2.375,25595,301,17896,189
"743","US",328200000,2020-03-22,33848,427,0,-171,8492,123,Inf,-0.719298245614035,30950,367,20200,228
"744","US",328200000,2020-03-23,43663,552,0,0,9815,125,Inf,Inf,38816,467,24448,305
"745","US",328200000,2020-03-24,53736,706,348,348,10073,154,2.02873563218391,0.442528735632184,47151,594,28380,402
"746","US",328200000,2020-03-25,65778,942,361,13,12042,236,2.60941828254848,18.1538461538462,58318,827,31930,515
"747","US",328200000,2020-03-26,83836,1209,681,320,18058,267,1.77533039647577,0.834375,70188,1010,40173,657
"748","US",328200000,2020-03-27,101657,1581,869,188,17821,372,1.81933256616801,1.97872340425532,82442,1334,47921,875
"749","US",328200000,2020-03-31,188172,3873,7024,6155,86515,2292,0.551395216400911,0.372380178716491,162816,3569,122394,2931
